GID_GRUMP	GEONAMEIDS	ASCIINAMES	GEONAME_POP	GRUMP_POP
16943	2634032|2634155|2634715|2634864|2635269|2636005|2636531|2636876|2637235|2637329|2637983|2638302|2638899|2639563|2639874|2640131|2640349|2641267|2641555|2641673|2641690|2642182|2642607|2645972|2653224|2655250|2655315|2655369|2655583|2655664|2656039|265728	"Annfield Plain|Bedlington|Billingham|Bishop Auckland|Blaydon-on-Tyne|Blyth|Chester-le-Street|Darras Hall|Jarrow|Middlesbrough|Morpeth|Newburn|Newcastle upon Tyne|Newton Aycliffe|North Shields|Peterlee|Ponteland|Prudhoe|Redcar|Ryhope|Seaham|Shildon|South"	1388480	2401180
16945	2838634	Schleswig	24114	25202
16946	582750	Aleksin	66885	72568
16947	478565|480089|515879	Oktyabr'skiy|Tuymazy|Urussu	188308	261044
16950	499975|500096	Ryazan'|Rybnoye	539332	515509
16951	479561|557563|576116	Blagoveshchensk|Iglino|Ufa	1081534	1318149
16959	481941|545575|553915	Kaluga|Kondrovo|Tovarkovo	370423	361170
16964	2897132	Husum	20841	21041
16965	2933627	Eckernforde	23383	22878
16967	621713	Smarhon'	36900	36677
16979	6162949	Terrace	19443	18794
17023	2633553|2634096	Whitehaven|Workington	45421	53723
17024	624079|630431	Baran'|Orsha	136947	135706
17027	516716	Nurlat	34451	30455
17036	601084	Alytus	70747	73245
17044	3085450	Slupsk	98608	108743
17065	3100637	Darlowo	14398	16322
17068	2014927	Tulun	51330	56721
17109	2950620	"Bergen auf Ruegen"	14771	15880
17112	3102677	Braniewo	18356	19188
17117	5925024	"Cold Lake"	11595	17062
17120	2640085|2641519|2641520|2644411|2653558|2655984|2656396|2656407|2657060|2657255|3345440	Antrim|Armagh|Banbridge|Bangor|Belfast|Castlereagh|Craigavon|Lisburn|Newtownabbey|Newtownards|Portadown	694434	874551
17124	3085610	Slawno	13415	15537
17126	461699	Sasovo	29858	35349
17134	2641435	Northallerton	16480	12786
17147	578638	Bavly	22982	24463
17166	1485634|1487933|1502112	Krasnogorskiy|Uvel'skiy|Yuzhnoural'sk	64096	41789
17196	569360	Cherdakly	11939	57739
17198	2645826	Kendal	29468	26346
17201	2848245|2942093	Budelsdorf|Rendsburg	38467	29741
17203	625625	Maladzyechna	101300	97274
17208	627905	Horki	33897	35065
17210	6113406	"Prince Rupert"	14708	13394
17219	479703|479704	Uchaly	83475	40703
17286	2852280|2883647|2891122	Kiel|Kronshagen|Preetz	260382	387060
17287	3082473|3085151|3086706|3087281|3087691|3088034|3096525|3096986|3099424|3099434	"Gdansk|Gdynia|Kartuzy|Pruszcz Gdanski|Puck|Reda|Rumia|Sopot|Wejherowo|Wielki Kack"	925511	900535
17288	776337	Bartoszyce	25660	27550
17294	2826287	Stralsund	58976	71212
17309	1500532|1505429|1508161	Cherepanovo|Iskitim|Linevo	103768	97195
17337	2961423	Sligo	20228	26547
17369	567006	Davlekanovo	23952	26484
17371	1494456|1500665|1505584|1506073|1506192|1510469|1511103	Bachatskiy|Belovo|Gramoteino|Gur'yevsk|Inskoy|Leninsk-Kuznetsky|Polysayevo	279767	237609
17375	2638419	Scarborough	38909	39575
17386	630376	"Horad Barysaw"	100000	144318
17387	3095049	Koszalin	107450	117098
17390	2641581	Newry	27757	47843
17391	2874111|2928381	Eutin|Malente	27801	16938
17392	566199	Dimitrovgrad	132226	125838
17397	3099759	Elblag	127558	109034
17401	3095795	Kolobrzeg	44377	43569
17402	479123|517766	Novoul'yanovsk|Ulyanovsk	657819	455546
17432	3095126	Koscierzyna	23361	25303
17445	485888	Suvorov	21059	22562
17477	2656241	Barrow-in-Furness	47264	89839
17478	2966778	Ballina	10087	12585
17479	766307	"Lidzbark Warminski"	16540	18172
17483	2908032	Heide	20599	20532
17484	3083426	Tczew	60133	65928
17486	2864034	"Neustadt in Holstein"	16176	21892
17487	769274	Ketrzyn	28171	31999
17499	2917788	Greifswald	52731	70958
17555	757718	Suwalki	69222	71040
17565	2654728	Bridlington	35057	31627
17604	2844588|2953528|9222696	"Bad Doberan|Dierkow-Neu|Rostock"	220404	230555
17606	2864475	Neumunster	78383	107859
17607	3092472	Malbork	38655	42418
17608	618800	"Horad Zhodzina"	61007	87016
17609	498698|500299	Ruzayevka|Saransk	352705	469027
17610	543348	Kozel'sk	19500	22117
17612	772195	Gizycko	29972	33165
17634	578120	Belebey	62582	64534
17635	1489246	Troitsk	82338	90852
17644	2642214|2644972	Lancaster|Morecambe	98806	93990
17648	3103556	Bialogard	24265	25172
17649	599757	Druskininkai	17791	18000
17702	2964540	Dundalk	33428	35179
17703	2645163	Knaresborough	14740	67424
17708	501283	Roslavl'	56971	52021
17709	543436	Kovylkino	21400	24704
17713	577881	Beloretsk	70468	39571
17719	2633352	York	144202	134452
17722	3084826	"Starogard Gdanski"	48202	54482
17733	548506	Kireyevsk	25513	28532
17742	480562|492218|495394|510899|544293|575343	"Bolokhovo|Kosaya Gora|Pervomayskiy|Shchekino|Skuratovskiy|Tula"	581655	781390
17768	2895569	Itzehoe	33047	33664
17769	477494|496269|518557|548658|565290	Donskoy|Kimovsk|Novomoskovsk|Severo-Zadonsk|Uzlovaya	269924	407699
17770	2807465	Wismar	45255	56176
17772	3083955	Swinoujscie	40919	11605
17815	505014	Priyutovo	20847	22369
17819	2012484|2055166	Sayansk|Zima	77272	18430
17876	2965654	Castlebar	12874	13415
17878	2821480|2826861|2840393|2850235|2875601|2953347	"Bad Schwartau|Luebeck|Ratekau|Scharbeutz|Stockelsdorf|Travemuende"	290401	287058
17879	764312	Mragowo	21965	24931
17882	776597	Augustow	29752	17534
17883	532459	Lyudinovo	41392	41394
17887	556283	Inza	19737	26397
17888	2953385	"Bad Oldesloe"	24322	14307
17913	626081	Lida	98036	101659
17928	2939658	Cuxhaven	52677	42514
17930	772621	Elk	55769	58554
17948	625665	Mahilyow	369200	354915
17950	6113365	"Prince George"	65558	81856
17951	2913433	Guestrow	31217	17216
17953	3084085	Swidwin	16076	17603
17958	575591	Bogoroditsk	30216	34748
17972	1504871	Kamen'-na-Obi	44564	45964
17985	619066|624400|625144|627083|6846555|8020218|8247407	"Fanipol|Kalodzishchy|Lyasny|Malinovka|Minsk|Novoye Medvezhino|Zaslawye"	2025824	1871061
17995	1490266	Tal'menka	18900	14384
18043	763166	Olsztyn	171803	182411
18045	492376	Skopin	24357	29550
18046	626450	Krychaw	27681	28655
18047	1504489	Karasuk	28589	32892
18048	2964661	Drogheda	33441	39513
18049	3094086	Kwidzyn	37601	43947
18050	3083826	Szczecinek	38496	43191
18055	3101672	Chojnice	39407	42071
18056	521776	Nikol'sk	24300	27545
18057	584471	Abdulino	21195	25677
18065	500047	Ryazhsk	22041	27886
18071	3089779	Ostroda	33524	38171
18077	3100933	Czluchow	14759	15912
18112	627904	Hrodna	317365	304360
18113	2962308	Navan	24545	18122
18114	771506	Grajewo	22803	24125
18115	507624	Pokhvistnevo	28300	28871
18117	1485439	Zarinsk	52209	57157
18120	2869994	Molln	18469	18176
18134	2862118	Norden	25093	24437
18142	624785	Navahrudak	30748	30101
18153	578931	Barysh	18547	22656
18154	571159	Buguruslan	53511	59022
18161	2807218	Wittmund	21355	21029
18173	1488272|1498693|1508054|1512236	Abakan|Chernogorsk|Minusinsk|Ust'-Abakan	326348	347111
18198	3097902	Ilawa	32557	34917
18199	2638324	Scunthorpe	72514	83871
18201	2829901	Stade	45634	40177
18202	2834282|2880503|7284171	Lankow|Schwerin|Weststadt	119538	120156
18203	757357	Szczytno	26044	29478
18220	462822	Zhukovka	19690	21379
18287	2808720|2836282|2894897	Jever|Schortens|Wilhelmshaven	119687	134370
18288	2645425|2652885|2655785	Beverley|Cleethorpes|Hull	366281	691362
18289	625409	"Mar''ina Horka"	20100	23119
18290	2962361	"An Muileann gCearr"	17262	17627
18291	482283	Tol'yatti	702879	547916
18294	2866135	Neubrandenburg	68082	71311
18298	2944354	Bremervorde	19268	19133
18310	2122614	Okha	26560	20052
18315	2954006	Aurich	40319	57984
18333	555980	Ishimbay	70421	14829
18340	520574	"Nizhniy Lomov"	23835	28107
18350	3098218	Grudziadz	99486	104003
18354	525138	Morshansk	43311	52747
18355	2839345|2862104|2875645|2881276|2944368	Bremerhaven|Langen|Loxstedt|Nordenham|Schiffdorf	194548	250225
18357	2966839	Athlone	15951	20423
18364	3090613	"Nowe Miasto Lubawskie"	10997	12839
18369	2817873	Varel	25212	22953
18393	1484871|1494114|1495974|1496990|1498129|1498920|1503277|1504972	Kaltan|Kiselevsk|Krasnobrodskiy|Mezhdurechensk|Myski|Novokuznetsk|Osinniki|Prokop'yevsk	1094111	1306340
18411	3084074|3101795	Chelmno|Swiecie	46419	40008
18415	2643553	Louth	16635	15295
18417	3080071	Zlotow	18395	20031
18420	2930596	Emden	51526	50978
18425	3083829|3088461	Police|Szczecin	442161	426170
18450	2945545	"Brake (Unterweser)"	16150	10368
18477	463082	Zhigulevsk	57094	49184
18504	3084840	"Stargard Szczecinski"	71224	55321
18505	2757340|2759687	Appingedam|Delfzijl	41013	30811
18507	2807748|2807845|2811461|2813464|2818067|2821779|2827552|2827574|2828994|2833564|2841374|2841631|2848340|2848845|2851343|2852673|2853658|2857650|2862026|2863795|2864067|2881018|2893544|2894702|2897674|2910685|2911285|2911287|2911288|2911293|2911296|291129	"Ahrensburg|Alsterdorf|Altona|Bargteheide|Barmbek-Nord|Barsbuettel|Bergedorf|Buchholz in der Nordheide|Buxtehude|Eidelstedt|Eimsbuettel|Elmshorn|Farmsen-Berne|Fuhlsbuettel|Geesthacht|Glinde|Halstenbek|Hamburg|Hamburg-Mitte|Hamburg-Nord|Harburg|Henstedt-Ul"	4819602	2750671
18510	624034	Asipovichy	34591	26195
18511	1522203	Kokshetau	124444	116124
18514	3082704	Walcz	25971	24972
18522	3082734	Wabrzezno	13911	15306
18523	524640	Mtsensk	47609	53591
18524	532288	Magnitogorsk	413351	563414
18528	2961086	Tullamore	11575	13308
18534	513883	Otradnyy	50127	55656
18541	2810188	Westerstede	21902	14299
18563	6058024	Lloydminster	15910	28372
18564	567109	Dankov	22913	25663
18566	2964180	Gaillimh	70686	69499
18567	3102627	Brodnica	27341	31128
18568	5946768|5955948|6051562|6146279|6154383|6155033	"Edmonton|Fort Saskatchewan|Leduc|Sherwood Park|Spruce Grove|St. Albert"	873458	945527
18569	2879697	Leer	33886	54957
18570	2875115	Lueneburg	71260	66838
18573	772748	Dzialdowo	21127	23652
18578	1519928	Kostanay	210000	181951
18587	1485627|1496739|1497173|1510454|1510853|1538642	Barnaul|Beloyarsk|Novoaltaysk|Novosilikatnyy|Sibirskiy|Yuzhnyy	718070	868760
18596	2644487	Lincoln	89228	150734
18597	497610|563822|571476|577560	"Belyye Berega|Bryansk|Dyat'kovo|Sel'tso"	489028	467880
18598	766027	Lomza	63723	69491
18600	3101787	Chelmza	15403	17091
18601	2813433	Weener	15718	15092
18602	620391	Vawkavysk	47300	44019
18607	2751792|2756759|2759103|6324403	Burgum|Camminghaburen|Dokkum|Leeuwarden	126126	207818
18608	3089033	Pila	75532	72909
18615	6113335	"Prince Albert"	34609	43251
18617	2637762	Skegness	17072	17124
18618	2754817|2755845	Franeker|Harlingen	29115	29181
18623	2642910	Matlock	11516	15095
18630	2933364|2953310	"Bad Zwischenahn|Edewecht"	48208	29733
18631	2837291	Schneverdingen	19199	12618
18663	2856213	Ostrhauderfehn	10699	16323
18664	630468	Babruysk	220517	195894
18665	468390	Yefremov	45497	56989
18666	2122850	Nikolayevsk-on-Amure	27152	24647
18668	2814146|2850253|2857458	Oldenburg|Rastede|Wardenburg	195283	218842
18669	764634	Mlawa	29398	33218
18670	776069	Bialystok	291855	300884
18671	552920	Karachev	19757	23090
18673	3098925	Golub-Dobrzyn	12937	13845
18674	630429	Baranovichi	168772	167202
18675	2961284|2961297|2961523|2961896|2962290|2962334|2962668|2962696|2962785|2962974|2963848|2964303|2964506|2964532|2964574|2964745|2964963|2965381|2965529|2965882|2966110|2966870|3315278|3315280|6691033|7838921|7869995|7870988	"Ashbourne|Blanchardstown|Cabinteely|Celbridge|Clondalkin|Crumlin|Donaghmede|Donnybrook|Droichead Nua|Dublin|Dundrum|Dun Laoghaire|Finglas|Foxrock|Greystones|Jobstown|Kilquade|Knocklyon|Leixlip|Lucan|Marino|Maynooth|Naas|Rathmines|Sandyford|Shankill|Sword"	1655702	1215159
18677	2844437	Rotenburg	22139	21505
18679	2756644	Drachten	44537	43875
18680	621754	Slonim	51434	51656
18681	537737|831165	Kuznetsk|Zarechnyy	152619	145952
18682	2656397	Bangor	15449	31134
18688	2743680	Zuidlaren	10410	53820
18689	2744344|2745783|2749034|2749423|2751834|2752420|2753706|2754841|2755251|2759356	"Bedum|Groningen|Haren|Hoogezand|Korrewegwijk|Leek|Oosterpark|Oude Pekela|Veendam|Winschoten"	339470	246289
18690	3086511	Rypin	16589	19584
18697	762909	Ostroleka	53740	60448
18706	622739	Rahachow	34700	35054
18714	1504317	Kartaly	28503	20671
18727	2855525	Papenburg	34117	53061
18741	1492893	Sayanogorsk	49939	52393
18762	3085172|3099654|3102014	"Bydgoszcz|Fordon|Solec Kujawski"	451577	385129
18765	464625|511565	Penza|Zarechnyy	576181	645036
18766	2015842|2025527	Cheremkhovo|Svirsk	72112	73661
18769	536518	Lebedyan'	22970	23100
18771	2747063	Sneek	32811	38503
18772	761218	Przasnysz	16718	16782
18776	2962026	Portlaoise	13622	13391
18777	2924360	Friesoythe	20311	19514
18778	3083271	Torun	208717	214675
18784	2637659	Sleaford	15558	11256
18792	2759633	Assen	62237	53099
18793	2746860	Stadskanaal	20000	26444
18794	3101680	Chodziez	19776	20661
18801	2831486	Soltau	21945	15141
18818	2867542	Munster	17746	12473
18840	621741	Slutsk	62228	63372
18841	2960936	Wicklow	14048	12630
18842	753895	Zambrow	22857	24181
18843	766783	Lapy	16434	10504
18845	6179602	Wetaskiwin	11302	21439
18847	2655138	Boston	35859	35826
18848	2753197|2754669	Heerenveen|Joure	55996	47547
18849	2820456	Uelzen	34996	29547
18852	484972	Syzran'	189338	191602
18853	527717	Meleuz	65362	18404
18866	2824461|2825422|2835260|2846398|2855794|2856500|2877709|2898079|2922731|2938323|2944388|2959681	Achim|Bremen|Delmenhorst|Ganderkesee|Hude|Lilienthal|Osterholz-Scharmbeck|Oyten|Ritterhude|Schwanewede|Stuhr|Syke	855087	929233
18885	1486340|1491706	Slavgorod|Yarovoye	55336	43035
18887	2119538|2122104	Petropavlovsk-Kamchatsky|Yelizovo	227974	221896
18890	5914653	Camrose	15686	21977
18906	2817599	Verden	26924	20830
18924	2633810|2636822|2636841|2638600|2641224|2641674|2641892|2642573|2643620|2645721|2655708|2657430	"Alsager|Biddulph|Kidsgrove|Longton|Middlewich|Nantwich|Newcastle under Lyme|Northwich|Sandbach|Stoke-on-Trent|Stone|Winsford"	542951	636974
18929	3101145	Czarnkow	11562	12450
18930	2744194	Wolvega	25500	11063
18934	3101426|3104133	"Aleksandrow Kujawski|Ciechocinek"	23122	28398
18941	1519244	Shchuchinsk	47290	49010
18948	2633485|2633883|2633948|2633954|2634103|2634387|2634739|2634873|2634887|2635281|2635803|2636373|2636663|2636882|2637106|2637343|2637752|2638671|2638678|2638785|2638960|2639015|2639272|2639409|2639436|2639586|2639668|2639897|2639912|2639926|2639928|263994	"Abergele|Abram|Accrington|Altrincham|Appleton Thorn|Ashton in Makerfield|Ashton-under-Lyne|Atherton|Bacup|Barnoldswick|Bebington|Birkenhead|Blackburn|Blackley|Blackpool|Blacon|Bolton|Bootle|Bramhall|Bredbury|Brierfield|Bromborough|Brymbo|Buckley|Burnage|"	4760447	6155739
18950	774208	Ciechanow	46438	47186
18953	1519843	Rudnyy	124000	131192
18958	2952252	Bassum	16191	11340
18959	2814462|2927871	"Bad Fallingbostel|Walsrode"	37921	16821
18976	6115187	Quesnel	13788	21144
18978	618806	Zhlobin	73089	60760
18979	462352|515012	Orel|Znamenka	336195	356465
18981	2933882	Eberswalde	41980	12176
18982	3085941	Sierpc	18866	21231
18983	2964405	Ennis	24427	24186
18984	2939969	Cloppenburg	31177	29226
18985	3093268	Lipno	14821	17188
18986	479028	Unecha	29028	32671
18987	499099|518659|548625|569955	Chapayevsk|Kinel'|Novokuybyshevsk|Samara	1351013	1307500
18988	2965768	Carlow	20055	20589
18989	510911|527191	Michurinsk|Pervomayskiy	106695	114256
18992	762850	"Ostrow Mazowiecka"	22653	25621
18997	2637142	Stafford	65290	61396
19011	3082712	Wagrowiec	24428	25577
19018	2910514	Haren	22545	20764
19020	2013894	Ust'-Ordynskiy	14538	13784
19024	2746766	Steenwijk	17138	40767
19045	3097872	Inowroclaw	77597	104276
19048	2637265	Spalding	22357	19384
19050	775986	"Bielsk Podlaski"	26493	27697
19051	2642763	"Melton Mowbray"	26405	25136
19052	2645456	"King's Lynn"	34564	42760
19063	2638977	Rugeley	22937	28034
19067	771158	Hajnowka	22157	20585
19080	622428	Salihorsk	101614	96754
19089	2753719	Hoogeveen	38754	20693
19090	547475	Klintsy	66336	72408
19093	1490042|1492252	Sheregesh|Tashtagol	32893	26711
19109	570427	Buzuluk	87714	92377
19115	6089404	"North Battleford"	19440	20057
19116	3098722	"Gorzow Wielkopolski"	124430	129683
19117	2752798|2756136	Emmen|Klazienaveen	68929	28794
19118	2637891	Shrewsbury	69519	66491
19119	2756139	Emmeloord	46409	31447
19120	2871845	Meppen	34198	32973
19127	2750947	Meppel	30697	12179
19137	2817812|2876185	Lohne|Vechta	54840	51289
19146	539283	Kumertau	65321	74827
19147	493160	Sibay	61590	57299
19150	2014022	Usol'ye-Sibirskoye	85900	80152
19154	2637104	Stamford	20526	18408
19166	2633771	Wisbech	20200	25862
19167	2963398	Kilkenny	21589	23609
19168	2862620	Nienburg	32629	32420
19169	548330	Kirsanov	17975	21297
19171	2634573|3345439	Telford|Wellington	161057	80487
19173	621074	Svyetlahorsk	71250	70429
19175	2962943	Luimneach	90054	99770
19177	762021	Plonsk	22217	26127
19178	502793	Rasskazovo	45957	43579
19183	3081741	Wloclawek	120339	134128
19184	754454	Wyszkow	26628	13036
19188	2937317	Diepholz	16783	11748
19200	2940213	Celle	71010	72429
19202	467978	Yelets	115688	124945
19203	2754861	Hardenberg	57909	15357
19204	2753106	Kampen	48980	47815
19208	2634010|2640354|2643029	"Market Deeping|Peterborough|Whittlesey"	166751	137294
19210	3095057	"Kostrzyn nad Odra"	18099	13018
19211	629454	Byaroza	29645	33018
19218	517269	Novozybkov	42571	46387
19221	2641181|6620355	Bowthorpe|Norwich	197636	283151
19223	2939167	Damme	16024	15145
19233	484646|543605	Kotovsk|Tambov	324010	378478
19248	2756559	Dronten	38415	12860
19266	3088825	Plock	127474	141476
19267	3099112	Gniezno	70269	74708
19268	2757850	Dalfsen	26575	24601
19271	2751738	Lelystad	70741	51696
19272	2920478	Gifhorn	43000	42864
19275	2877088	Lingen	51310	51524
19290	2743477|2754768	Hattem|Zwolle	123681	93871
19303	535121|558312	Gryazi|Lipetsk	563068	640886
19316	2749668|2756232	Elburg|Oldebroek	44854	26254
19318	496934	Serdobsk	36652	44312
19322	2643490|2656067	Beccles|Lowestoft	84684	135895
19324	3098619	Gostynin	18976	20470
19325	763556	"Nowy Dwor Mazowiecki"	27633	34118
19326	759320	Siemiatycze	15421	13564
19332	2945474	Bramsche	31394	30694
19334	2806654	Wolfsburg	123064	123205
19335	758626	"Sokolow Podlaski"	18241	20333
19342	1510018	Biysk	215430	154021
19344	2636032	Thetford	21588	20755
19349	1511783	Aleysk	28019	32160
19363	2749756	Nunspeet	19496	19917
19364	2854655	Petershagen	27090	22216
19371	2657782	Aberystwyth	18392	11506
19375	2850887|2928874	Espelkamp|Rahden	42518	35474
19383	2748371	Raalte	20015	25847
19384	2861934	Nordhorn	52803	77090
19394	626806|627907	Gomel|Kastsyukowka	491503	461592
19397	2759879	"Almere Stad"	176432	100138
19400	2945358	"Brandenburg an der Havel"	59826	63825
19401	534701	Livny	52915	57354
19402	2638978	Rugby	63323	54725
19404	2923588	Furstenwalde	33539	20959
19407	2756059	Epe	33385	26634
19412	2965353	"Cluain Meala"	17394	18366
19422	2904725	Hille	16567	13417
19425	2829777	Stadthagen	23076	23588
19431	2898603	Horstel	19894	17874
19439	3081324	Wrzesnia	28703	14938
19441	2875626	Lubbecke	26310	32086
19443	622794	Rechytsa	65400	66536
19444	2871540|2896817	Ibbenburen|Mettingen	63109	59556
19446	2952406	Barsinghausen	14200	34265
19449	2847645	Rheine	76491	87380
19450	3085481	Slupca	14476	16301
19451	509987	Petrovsk	33622	35991
19455	2925535|3085495	"Frankfurt (Oder)|Slubice"	69258	78196
19458	2743997|2748392|2753587|2754848|2756039	Ermelo|Harderwijk|Horst|Putten|Zeewolde	137979	75876
19459	2941501	"Burg bei Magdeburg"	24958	17308
19467	2855047|3208606	Ilsede|Peine	62194	49243
19477	2885800	"Konigslutter am Elm"	16419	16523
19478	2804646|2805059|2807360|2808473|2808662|2810538|2810945|2813187|2813472|2814305|2817674|2821292|2822224|2823538|2823567|2823708|2826082|2829109|2829657|2829962|2832373|2836746|2836761|2836788|2838009|2843106|2843350|2848756|2852217|2852458|2854653|285559	"Adlershof|Altglienicke|Alt-Hohenschoenhausen|Baumschulenweg|Beelitz|Berlin|Berlin Koepenick|Berlin Schoeneberg|Berlin Treptow|Bernau bei Berlin|Bezirk Kreuzberg|Biesdorf|Bohnsdorf|Brieselang|Britz|Buch|Buchholz|Buckow|Charlottenburg Bezirk|Charlottenburg"	7422925	4180665
19489	463343	Zheleznogorsk	97900	73168
